"age","group","sex","raw"
5.8986,5.5,2,89
5.1103,5.5,2,102
5.6084,5.5,2,97
5.8219,5.5,1,135
5.3919,5.5,2,134
5.4196,5.5,2,83
5.6876,5.5,1,133
5.2307,5.5,2,92
5.4526,5.5,2,88
5.2662,5.5,1,127
5.7289,5.5,1,139
5.8125,5.5,1,88
5.7535,5.5,1,113
5.1102,5.5,2,122
5.5562,5.5,2,77
5.7343,5.5,2,132
5.6193,5.5,1,128
5.4989,5.5,1,84
5.0723,5.5,2,100
5.9919,5.5,1,152
5.934,5.5,2,93
5.2307,5.5,2,87
5.359,5.5,1,103
5.9696,5.5,2,84
5.4932,5.5,1,117
5.8152,5.5,1,120
5.8481,5.5,1,92
5.3512,5.5,2,137
5.934,5.5,2,93
5.4457,5.5,1,121
5.7128,5.5,2,134
5.9577,5.5,2,131
5.2634,5.5,2,134
5.2523,5.5,2,94
5.9275,5.5,1,80
5.6054,5.5,1,109
5.8408,5.5,2,138
5.4238,5.5,2,107
5.5589,5.5,2,82
5.6876,5.5,1,133
5.9786,5.5,2,113
5.1103,5.5,2,102
5.1363,5.5,1,116
5.566,5.5,1,90
5.5661,5.5,2,88
5.4196,5.5,2,83
5.3731,5.5,2,91
5.9072,5.5,1,117
5.8262,5.5,1,92
5.4526,5.5,2,88
5.7094,5.5,2,145
5.611,5.5,1,122
5.9823,5.5,1,122
5.8111,5.5,1,152
5.8655,5.5,2,101
5.9998,5.5,1,80
5.9341,5.5,1,123
5.0723,5.5,2,100
5.718,5.5,1,152
5.1812,5.5,1,83
5.9659,5.5,1,110
5.7699,5.5,1,129
5.7289,5.5,1,139
5.6054,5.5,1,109
5.5699,5.5,1,160
5.5616,5.5,1,139
5.0888,5.5,2,86
5.6084,5.5,2,97
5.4825,5.5,2,119
5.1538,5.5,2,119
5.7084,5.5,2,90
5.6674,5.5,2,96
5.9696,5.5,2,84
5.9531,5.5,2,136
5.3922,5.5,1,134
5.7343,5.5,2,132
5.934,5.5,2,93
5.184,5.5,2,87
5.1538,5.5,2,119
5.8164,5.5,1,129
5.6574,5.5,1,76
5.3235,5.5,1,125
5.3618,5.5,1,140
5.4402,5.5,2,130
5.9769,5.5,2,111
5.9786,5.5,2,113
5.2577,5.5,1,82
5.9949,5.5,1,89
5.4686,5.5,2,109
5.8408,5.5,2,138
5.4402,5.5,2,130
5.4686,5.5,2,109
5.852,5.5,1,130
5.9341,5.5,2,157
5.1363,5.5,1,77
5.2358,5.5,2,88
5.2662,5.5,1,127
5.566,5.5,1,90
5.633,5.5,1,126
5.5332,5.5,1,141
5.1185,5.5,1,132
5.6521,5.5,2,114
5.1007,5.5,1,132
5.7095,5.5,1,139
5.8219,5.5,1,135
5.7084,5.5,2,90
5.9557,5.5,1,93
5.3225,5.5,1,90
5.8655,5.5,2,101
5.8946,5.5,1,90
5.4196,5.5,2,83
5.5562,5.5,2,77
5.7084,5.5,2,90
5.566,5.5,1,90
5.5589,5.5,2,82
5.184,5.5,2,93
5.8125,5.5,1,88
5.1102,5.5,2,122
5.5725,5.5,1,121
5.1007,5.5,1,132
5.9341,5.5,2,157
5.5551,5.5,1,112
5.6674,5.5,2,96
5.3811,5.5,2,118
5.6054,5.5,1,109
5.7289,5.5,1,139
5.447,5.5,2,123
5.6054,5.5,1,109
5.1675,5.5,2,139
5.7344,5.5,1,138
5.4583,5.5,2,113
5.2906,5.5,1,145
5.2139,5.5,2,117
5.9531,5.5,2,136
5.6618,5.5,2,146
5.184,5.5,2,87
5.7779,5.5,1,74
5.9072,5.5,1,117
5.6619,5.5,2,129
5.0888,5.5,2,86
5.2307,5.5,2,92
5.8765,5.5,1,127
5.0992,5.5,2,91
5.2086,5.5,1,115
5.102,5.5,2,78
5.6876,5.5,1,133
5.5797,5.5,2,114
5.1336,5.5,1,115
5.7249,5.5,2,92
5.3919,5.5,2,134
5.566,5.5,1,90
5.6683,5.5,1,145
5.1007,5.5,1,132
5.8125,5.5,1,88
5.4989,5.5,1,84
5.9587,5.5,1,134
5.2662,5.5,1,127
5.2358,5.5,2,88
5.4825,5.5,2,119
5.7343,5.5,2,132
5.8905,5.5,2,139
5.0282,5.5,1,118
5.4686,5.5,2,109
5.4976,5.5,2,118
5.9121,5.5,2,145
5.8682,5.5,2,123
5.0378,5.5,2,84
5.9949,5.5,1,89
5.0992,5.5,2,91
5.1675,5.5,2,139
5.5562,5.5,2,77
5.6876,5.5,1,133
5.8262,5.5,1,92
5.7699,5.5,2,142
5.3731,5.5,2,91
5.7699,5.5,2,142
5.8765,5.5,1,127
6.2272,6.5,1,73
6.8538,6.5,1,112
6.3258,6.5,1,136
6.5638,6.5,1,26
6.0097,6.5,2,112
6.5325,6.5,2,111
6.9827,6.5,2,141
6.0052,6.5,1,88
6.8886,6.5,1,92
6.9908,6.5,1,134
6.3201,6.5,2,92
6.2589,6.5,1,108
6.2243,6.5,1,37
6.4133,6.5,2,92
6.4624,6.5,2,105
6.4545,6.5,2,117
6.1887,6.5,1,133
6.0191,6.5,2,119
6.8841,6.5,2,118
6.6241,6.5,1,136
6.7663,6.5,1,134
6.9087,6.5,2,156
6.4159,6.5,1,114
6.5636,6.5,2,72
6.9583,6.5,1,129
6.5873,6.5,2,119
6.725,6.5,1,152
6.3164,6.5,2,91
6.2287,6.5,1,78
6.5527,6.5,2,131
6.8155,6.5,2,126
6.9309,6.5,2,109
6.9555,6.5,2,139
6.9143,6.5,1,121
6.5886,6.5,2,120
6.0042,6.5,1,141
6.8101,6.5,2,94
6.9543,6.5,1,97
6.8786,6.5,1,92
6.2698,6.5,2,92
6.4971,6.5,2,126
6.7089,6.5,1,165
6.0097,6.5,2,112
6.4296,6.5,2,118
6.4584,6.5,2,89
6.8185,6.5,2,132
6.0864,6.5,2,123
6.6515,6.5,1,135
6.5389,6.5,2,120
6.8512,6.5,1,152
6.7351,6.5,1,83
6.9501,6.5,2,119
6.4765,6.5,2,173
6.6131,6.5,1,108
6.8265,6.5,2,131
6.6486,6.5,2,109
6.8708,6.5,1,131
6.4159,6.5,1,114
6.8789,6.5,1,149
6.7717,6.5,1,122
6.6101,6.5,1,133
6.5063,6.5,1,143
6.9197,6.5,1,97
6.0192,6.5,1,134
6.9143,6.5,1,121
6.8348,6.5,1,108
6.6981,6.5,1,135
6.9309,6.5,2,109
6.6311,6.5,2,138
6.9844,6.5,1,118
6.1165,6.5,1,149
6.3258,6.5,1,136
6.0809,6.5,2,71
6.9874,6.5,1,45
6.3478,6.5,1,115
6.9553,6.5,2,144
6.9242,6.5,1,121
6.5883,6.5,2,134
6.6979,6.5,1,152
6.2917,6.5,2,97
6.0946,6.5,1,129
6.98,6.5,2,154
6.3173,6.5,1,142
6.4241,6.5,1,126
6.0891,6.5,2,105
6.9526,6.5,1,170
6.7653,6.5,2,93
6.5827,6.5,1,111
6.4351,6.5,1,149
6.4231,6.5,1,121
6.4296,6.5,2,118
6.2108,6.5,2,88
6.7965,6.5,1,144
6.1479,6.5,2,114
6.8155,6.5,2,126
6.7336,6.5,2,150
6.4351,6.5,1,149
6.5389,6.5,2,120
6.0192,6.5,1,134
6.4545,6.5,2,117
6.5527,6.5,2,131
6.9543,6.5,1,143
6.8979,6.5,1,118
6.5856,6.5,2,94
6.6049,6.5,2,114
6.7691,6.5,1,129
6.4215,6.5,1,139
6.3424,6.5,1,148
6.9829,6.5,1,115
6.3173,6.5,1,142
6.2214,6.5,1,102
6.8666,6.5,1,145
6.3615,6.5,1,93
6.3365,6.5,1,141
6.3505,6.5,1,153
6.5856,6.5,2,94
6.95,6.5,2,140
6.6625,6.5,1,134
6.7556,6.5,2,151
6.5707,6.5,2,135
6.2927,6.5,1,137
6.4023,6.5,1,95
6.8403,6.5,2,145
6.0864,6.5,2,123
6.9115,6.5,1,148
6.9226,6.5,1,142
6.0192,6.5,1,134
6.7436,6.5,2,115
6.1068,6.5,1,133
6.5062,6.5,1,124
6.3164,6.5,2,91
6.5335,6.5,2,117
6.145,6.5,2,158
6.8348,6.5,1,108
6.3173,6.5,1,142
6.1668,6.5,2,139
6.4615,6.5,2,117
6.8886,6.5,1,92
6.6979,6.5,1,152
6.8538,6.5,1,145
6.1532,6.5,1,115
6.6941,6.5,1,51
6.8596,6.5,1,136
6.7717,6.5,1,122
6.6704,6.5,1,121
6.8128,6.5,1,143
6.2546,6.5,2,125
6.8294,6.5,1,153
6.6104,6.5,2,148
6.3478,6.5,1,125
6.4584,6.5,2,89
6.95,6.5,2,140
6.8622,6.5,1,178
6.6104,6.5,2,148
6.7116,6.5,2,125
6.4598,6.5,1,157
6.6941,6.5,1,51
6.3723,6.5,2,155
6.3136,6.5,1,46
6.2765,6.5,1,115
6.0794,6.5,1,86
6.5174,6.5,1,134
6.6457,6.5,1,135
6.5856,6.5,2,94
6.854,6.5,1,153
6.5335,6.5,2,117
6.0603,6.5,1,112
6.5362,6.5,1,143
6.8979,6.5,1,118
6.9774,6.5,2,163
6.0864,6.5,2,123
6.3201,6.5,2,92
6.8101,6.5,2,94
6.758,6.5,2,134
6.1615,6.5,2,99
6.6379,6.5,1,132
6.0191,6.5,2,119
6.5883,6.5,2,141
6.4215,6.5,1,139
6.6239,6.5,1,165
6.5063,6.5,1,143
6.3723,6.5,2,155
6.8789,6.5,1,149
6.1614,6.5,1,48
6.9488,6.5,2,129
6.0601,6.5,1,138
6.1312,6.5,2,113
6.8268,6.5,1,153
6.9718,6.5,2,163
6.2927,6.5,1,137
6.2698,6.5,2,92
6.7336,6.5,2,150
6.5775,6.5,2,142
6.8268,6.5,1,153
6.5391,6.5,2,140
6.0135,6.5,2,142
6.3505,6.5,2,106
6.5337,6.5,2,142
6.2515,6.5,2,131
6.9089,6.5,1,176
6.6421,6.5,2,91
6.0028,6.5,1,82
6.2765,6.5,1,115
6.5556,6.5,2,133
6.1065,6.5,1,139
6.3858,6.5,2,87
6.646,6.5,1,159
6.8789,6.5,1,149
6.8348,6.5,1,108
6.0873,6.5,2,123
6.9802,6.5,2,113
6.0192,6.5,1,134
6.98,6.5,2,154
6.8101,6.5,2,94
6.9689,6.5,2,130
6.0192,6.5,1,134
6.7351,6.5,1,83
6.8268,6.5,1,153
6.98,6.5,2,154
6.8403,6.5,1,166
6.9242,6.5,1,121
6.9488,6.5,2,129
6.4765,6.5,2,94
6.9242,6.5,1,121
6.6048,6.5,2,141
6.9173,6.5,1,170
6.7446,6.5,2,131
6.2077,6.5,1,88
6.664,6.5,2,141
6.6379,6.5,1,132
6.7279,6.5,1,93
6.5556,6.5,2,133
6.3041,6.5,2,130
6.4023,6.5,1,95
6.8705,6.5,2,171
6.5556,6.5,1,163
6.9991,6.5,2,142
6.8128,6.5,1,143
6.8886,6.5,1,92
6.5325,6.5,2,111
6.757,6.5,2,136
6.5886,6.5,2,120
6.6596,6.5,2,122
6.6486,6.5,2,109
6.5775,6.5,2,142
6.6486,6.5,2,109
6.8239,6.5,2,177
6.1479,6.5,2,114
6.1312,6.5,2,113
6.2272,6.5,1,73
6.4133,6.5,2,92
6.6953,6.5,2,131
6.5062,6.5,1,124
6.602,6.5,2,129
6.873,6.5,1,145
6.7965,6.5,1,144
6.2272,6.5,1,73
6.9665,6.5,1,149
6.6612,6.5,2,112
6.6104,6.5,2,148
6.0782,6.5,2,122
6.6941,6.5,1,51
6.9442,6.5,1,121
6.9908,6.5,1,134
6.9991,6.5,2,142
6.5719,6.5,1,130
6.3505,6.5,2,106
6.1685,6.5,2,119
6.7556,6.5,2,151
6.5827,6.5,1,111
6.4545,6.5,2,117
6.8456,6.5,1,130
6.8678,6.5,2,154
6.5362,6.5,1,143
6.1479,6.5,2,114
6.6048,6.5,1,91
6.4971,6.5,2,126
6.6953,6.5,2,131
6.6421,6.5,2,91
6.8512,6.5,1,152
6.2589,6.5,1,108
6.6311,6.5,2,138
6.698,6.5,2,124
6.7692,6.5,2,152
6.9488,6.5,2,129
6.7436,6.5,2,115
6.5062,6.5,1,124
6.9226,6.5,1,142
6.2684,6.5,2,111
6.4615,6.5,2,117
6.9827,6.5,2,141
6.3505,6.5,1,153
6.3519,6.5,1,125
6.6311,6.5,2,138
6.7663,6.5,1,134
6.758,6.5,2,134
6.1203,6.5,2,135
6.0245,6.5,2,75
6.8596,6.5,1,136
6.9827,6.5,2,144
6.7663,6.5,1,134
6.301,6.5,1,136
6.1614,6.5,1,48
6.2793,6.5,1,133
6.8403,6.5,2,145
6.8512,6.5,1,152
6.9516,6.5,1,149
6.304,6.5,2,119
6.8512,6.5,1,152
6.5638,6.5,1,26
6.1668,6.5,2,139
6.7116,6.5,2,125
6.3164,6.5,2,91
6.8101,6.5,2,94
6.9543,6.5,1,97
6.0042,6.5,1,141
6.1339,6.5,1,146
6.2544,6.5,1,112
6.9488,6.5,2,129
6.3505,6.5,2,106
6.9844,6.5,1,118
6.9802,6.5,2,107
6.3505,6.5,1,153
6.8979,6.5,1,118
6.3424,6.5,1,148
6.5062,6.5,1,124
6.3912,6.5,2,96
6.1914,6.5,1,93
6.6704,6.5,1,121
6.7717,6.5,1,122
6.4624,6.5,2,105
6.8841,6.5,2,118
6.5719,6.5,1,130
6.2544,6.5,1,112
6.2927,6.5,1,137
6.1039,6.5,2,117
6.4545,6.5,2,117
6.1312,6.5,2,113
6.1093,6.5,2,127
6.8705,6.5,2,171
6.5337,6.5,2,142
6.2054,6.5,2,129
6.0052,6.5,1,84
6.0382,6.5,2,129
6.3912,6.5,2,96
6.6241,6.5,1,136
6.4215,6.5,1,139
6.1615,6.5,2,99
6.4159,6.5,1,114
6.5751,6.5,1,160
6.9242,6.5,1,121
6.8789,6.5,1,149
6.6077,6.5,1,138
6.2342,6.5,1,80
6.8886,6.5,1,92
6.0052,6.5,1,84
6.5052,6.5,2,173
6.6703,6.5,2,111
6.4405,6.5,2,119
6.3478,6.5,1,115
6.3831,6.5,1,40
6.8786,6.5,1,92
6.698,6.5,2,124
6.9802,6.5,2,113
6.4022,6.5,2,89
6.6239,6.5,2,81
6.2397,6.5,1,101
6.501,6.5,2,107
6.698,6.5,2,124
6.6941,6.5,1,51
6.4241,6.5,1,126
6.1093,6.5,2,127
6.5856,6.5,2,94
6.5174,6.5,1,134
6.9488,6.5,2,129
6.4022,6.5,2,89
6.602,6.5,2,129
6.9802,6.5,2,107
6.6868,6.5,1,110
6.9583,6.5,1,129
6.9197,6.5,1,97
6.9112,6.5,1,161
6.5883,6.5,2,134
6.3365,6.5,1,141
6.3547,6.5,2,149
6.1503,6.5,2,131
6.8265,6.5,2,131
6.9553,6.5,2,144
6.0382,6.5,2,129
6.8512,6.5,1,152
6.8294,6.5,1,153
6.4132,6.5,1,137
6.3505,6.5,2,106
6.7446,6.5,2,131
6.6886,6.5,2,159
6.646,6.5,1,159
6.6996,6.5,1,69
6.4132,6.5,1,137
6.367,6.5,2,121
6.5883,6.5,2,134
7.963,7.5,1,189
7.4292,7.5,2,141
7.6563,7.5,1,158
7.9162,7.5,1,147
7.4237,7.5,1,169
7.2583,7.5,1,132
7.7984,7.5,1,162
7.1225,7.5,2,122
7.473,7.5,1,158
7.5057,7.5,1,159
7.5182,7.5,2,137
7.0841,7.5,2,141
7.4292,7.5,2,141
7.6918,7.5,1,171
7.785,7.5,2,136
7.5193,7.5,1,119
7.4648,7.5,2,163
7.5193,7.5,1,119
7.8659,7.5,2,168
7.3389,7.5,1,95
7.4127,7.5,2,140
7.6124,7.5,1,138
7.604,7.5,1,141
7.2537,7.5,1,127
7.5112,7.5,1,119
7.02,7.5,2,133
7.0568,7.5,2,137
7.1745,7.5,2,123
7.3788,7.5,1,112
7.5195,7.5,2,133
7.9794,7.5,1,161
7.1936,7.5,1,109
7.4262,7.5,1,152
7.7372,7.5,1,186
7.8672,7.5,2,159
7.4729,7.5,1,146
7.1113,7.5,2,151
7.0459,7.5,1,119
7.3335,7.5,1,168
7.3413,7.5,2,142
7.429,7.5,2,136
7.4648,7.5,2,163
7.1524,7.5,1,122
7.0979,7.5,2,160
7.9153,7.5,1,133
7.6675,7.5,1,140
7.6316,7.5,1,162
7.3249,7.5,1,146
7.2921,7.5,1,144
7.3524,7.5,2,147
7.0651,7.5,1,163
7.2755,7.5,2,113
7.0212,7.5,2,133
7.4757,7.5,1,175
7.3358,7.5,1,127
7.9218,7.5,2,172
7.3851,7.5,1,152
7.1224,7.5,2,151
7.4728,7.5,2,128
7.3414,7.5,2,133
7.9317,7.5,2,137
7.5112,7.5,1,119
7.1965,7.5,2,90
7.9906,7.5,2,172
7.6701,7.5,2,175
7.429,7.5,2,136
7.3194,7.5,2,157
7.0676,7.5,1,125
7.136,7.5,1,136
7.785,7.5,2,136
7.2675,7.5,1,92
7.914,7.5,1,158
7.6318,7.5,2,139
7.4293,7.5,2,168
7.9082,7.5,2,128
7.3113,7.5,1,112
7.4595,7.5,1,138
7.0008,7.5,1,124
7.6835,7.5,1,176
7.1706,7.5,1,160
7.785,7.5,2,136
7.0045,7.5,1,135
7.0292,7.5,2,162
7.9427,7.5,1,121
7.5195,7.5,2,133
7.0212,7.5,2,133
7.0912,7.5,2,150
7.3112,7.5,1,162
7.7901,7.5,2,162
7.7865,7.5,1,147
7.251,7.5,2,98
7.4235,7.5,1,121
7.3358,7.5,1,127
7.5385,7.5,2,85
7.73,7.5,1,131
7.0459,7.5,1,119
7.8974,7.5,1,141
7.7765,7.5,2,150
7.5717,7.5,1,140
7.5876,7.5,2,95
7.73,7.5,1,91
7.1906,7.5,1,84
7.7372,7.5,1,186
7.5385,7.5,2,85
7.9317,7.5,2,137
7.2921,7.5,1,144
7.1524,7.5,1,122
7.2841,7.5,2,150
7.2756,7.5,1,113
7.6235,7.5,2,162
7.1952,7.5,2,139
7.3335,7.5,1,168
7.3551,7.5,1,171
7.1195,7.5,2,131
7.6642,7.5,1,188
7.2019,7.5,2,133
7.8422,7.5,2,167
7.1952,7.5,2,139
7.1282,7.5,1,139
7.9162,7.5,1,147
7.3112,7.5,1,162
7.3469,7.5,1,137
7.2755,7.5,2,113
7.3879,7.5,1,114
7.73,7.5,1,131
7.3524,7.5,2,147
7.8095,7.5,1,137
7.5113,7.5,2,142
7.4728,7.5,2,128
7.2692,7.5,1,152
7.5004,7.5,2,116
7.3333,7.5,1,149
7.2404,7.5,1,122
7.2775,7.5,1,135
7.8756,7.5,2,188
7.0184,7.5,1,135
7.2404,7.5,1,122
7.9766,7.5,2,138
7.7603,7.5,1,150
7.1688,7.5,2,141
7.6918,7.5,1,171
7.0652,7.5,2,106
7.4346,7.5,2,90
7.1963,7.5,1,128
7.429,7.5,2,136
7.1378,7.5,2,155
7.136,7.5,1,136
7.2811,7.5,1,139
7.3389,7.5,1,95
7.5247,7.5,2,144
7.0459,7.5,1,119
7.6563,7.5,1,158
7.4319,7.5,2,180
7.3295,7.5,1,151
7.7989,7.5,1,147
7.5304,7.5,2,171
7.4644,7.5,1,146
7.3032,7.5,1,168
7.4294,7.5,2,172
7.1801,7.5,2,143
7.3333,7.5,1,149
7.4648,7.5,2,163
7.7027,7.5,2,175
7.4648,7.5,2,163
7.9957,7.5,1,153
7.9272,7.5,2,147
7.971,7.5,1,128
7.4593,7.5,1,132
7.7794,7.5,1,178
7.6316,7.5,1,162
7.4733,7.5,2,146
7.0125,7.5,2,124
7.618,7.5,1,175
7.9327,7.5,2,147
7.2675,7.5,2,128
7.7247,7.5,1,150
7.5193,7.5,1,119
7.5441,7.5,1,112
7.4292,7.5,2,141
7.2923,7.5,2,155
7.02,7.5,2,133
7.7304,7.5,1,135
7.3987,7.5,1,140
7.5057,7.5,1,159
7.5894,7.5,2,151
7.4346,7.5,2,90
7.043,7.5,2,144
7.198,7.5,1,140
7.7493,7.5,1,164
7.1965,7.5,2,90
7.9766,7.5,2,138
7.5276,7.5,1,171
7.5193,7.5,1,119
7.9932,7.5,1,128
7.1634,7.5,2,148
7.2403,7.5,2,93
7.9026,7.5,1,187
7.7247,7.5,1,150
7.0539,7.5,1,156
7.963,7.5,1,189
7.0651,7.5,1,119
7.0482,7.5,1,143
7.7245,7.5,2,148
7.02,7.5,2,133
7.5086,7.5,1,151
7.2404,7.5,1,122
7.5182,7.5,2,137
7.2921,7.5,1,144
7.2921,7.5,1,144
7.8724,7.5,2,115
7.0045,7.5,1,135
7.031,7.5,1,133
7.7372,7.5,1,186
7.5769,7.5,2,121
7.5138,7.5,1,156
7.4757,7.5,1,175
7.3523,7.5,2,133
7.6563,7.5,1,158
7.0075,7.5,1,127
7.9327,7.5,2,147
7.9932,7.5,1,128
7.0568,7.5,2,137
7.9303,7.5,2,146
7.3333,7.5,1,149
7.0239,7.5,1,142
7.0158,7.5,1,156
7.0239,7.5,1,142
7.3047,7.5,2,104
7.2921,7.5,1,144
7.0409,7.5,2,112
7.3111,7.5,1,72
7.0045,7.5,1,170
7.2692,7.5,1,152
7.2675,7.5,2,128
7.5796,7.5,2,119
7.092,7.5,1,157
7.9328,7.5,1,150
7.1745,7.5,2,123
7.0979,7.5,2,160
7.1964,7.5,1,150
7.2923,7.5,2,155
7.2583,7.5,1,132
7.4237,7.5,1,173
7.5496,7.5,2,142
7.313,7.5,2,107
7.7002,7.5,1,114
7.9438,7.5,1,142
7.0676,7.5,1,125
7.7865,7.5,1,147
7.3249,7.5,1,146
7.7357,7.5,2,131
7.9713,7.5,2,155
7.313,7.5,2,107
7.5211,7.5,2,117
7.1225,7.5,2,122
7.8098,7.5,2,177
7.604,7.5,1,141
7.2975,7.5,2,142
7.544,7.5,1,138
7.9713,7.5,2,155
7.2511,7.5,2,127
7.9162,7.5,1,147
7.198,7.5,1,140
7.4729,7.5,1,146
7.3276,7.5,2,134
7.7576,7.5,2,152
7.4346,7.5,2,90
7.1688,7.5,2,141
7.5469,7.5,1,147
7.1873,7.5,1,132
7.3169,7.5,1,121
7.9317,7.5,2,137
7.6124,7.5,1,138
7.9876,7.5,1,167
7.4754,7.5,2,120
7.0732,7.5,2,136
7.5356,7.5,2,137
7.3113,7.5,1,112
7.0074,7.5,2,87
7.2839,7.5,2,163
7.5112,7.5,1,119
7.9847,7.5,1,185
7.095,7.5,1,148
7.1906,7.5,1,84
7.4836,7.5,2,107
7.5211,7.5,2,117
7.5358,7.5,1,154
7.2238,7.5,2,158
7.0125,7.5,2,124
7.0704,7.5,1,122
7.4237,7.5,1,169
7.8864,7.5,1,165
7.2664,7.5,2,157
7.1634,7.5,2,148
7.1225,7.5,2,122
7.043,7.5,2,144
7.0539,7.5,1,156
7.4644,7.5,1,146
7.73,7.5,1,131
7.4262,7.5,1,152
7.8864,7.5,1,165
7.1688,7.5,2,141
7.3032,7.5,2,180
7.9521,7.5,2,139
7.1333,7.5,1,159
7.2692,7.5,1,152
7.3087,7.5,2,124
7.3882,7.5,1,141
7.0158,7.5,1,156
7.1224,7.5,2,151
7.9272,7.5,1,143
7.9673,7.5,1,187
7.1952,7.5,2,139
7.4951,7.5,1,177
7.5304,7.5,2,123
7.5796,7.5,2,119
7.5797,7.5,1,145
7.0045,7.5,1,170
7.4115,7.5,1,113
7.5851,7.5,2,149
7.2156,7.5,2,134
7.0292,7.5,1,136
7.7372,7.5,2,147
7.3469,7.5,1,137
7.4115,7.5,1,113
7.0841,7.5,2,141
7.2674,7.5,1,137
7.5356,7.5,2,137
7.3249,7.5,1,151
7.2512,7.5,2,174
7.9673,7.5,1,187
7.3194,7.5,2,157
7.1965,7.5,2,90
7.889,7.5,2,151
7.3469,7.5,1,137
7.031,7.5,1,133
7.5085,7.5,1,140
7.3249,7.5,1,146
7.1853,7.5,1,126
7.0292,7.5,1,136
7.7245,7.5,2,148
7.8945,7.5,2,128
7.73,7.5,1,91
7.3169,7.5,1,121
7.2537,7.5,1,127
7.4728,7.5,2,128
7.4593,7.5,1,132
7.0239,7.5,1,142
7.0651,7.5,1,163
7.198,7.5,1,140
7.9854,7.5,1,112
7.4293,7.5,2,168
7.2156,7.5,1,151
7.1524,7.5,1,141
7.135,7.5,1,126
7.6235,7.5,2,162
7.8367,7.5,1,151
7.1445,7.5,1,158
7.1688,7.5,2,141
7.4237,7.5,1,169
7.8944,7.5,2,98
7.618,7.5,1,175
7.313,7.5,2,107
7.3431,7.5,2,135
7.4319,7.5,2,180
7.5211,7.5,2,117
7.7901,7.5,2,162
7.7877,7.5,1,146
7.2089,7.5,1,154
7.9906,7.5,2,172
7.2511,7.5,2,127
7.7191,7.5,1,149
7.9299,7.5,2,148
7.3004,7.5,2,143
7.5796,7.5,2,119
7.0539,7.5,1,156
7.6124,7.5,1,138
7.1225,7.5,2,122
7.3524,7.5,2,147
7.9876,7.5,1,167
7.0841,7.5,2,141
7.1299,7.5,1,136
7.2911,7.5,2,140
7.9876,7.5,1,167
7.3196,7.5,1,153
7.1853,7.5,1,126
7.9906,7.5,2,172
7.5495,7.5,1,149
7.9794,7.5,1,161
7.5057,7.5,1,159
7.6316,7.5,1,162
7.1899,7.5,1,156
7.2775,7.5,1,135
7.3714,7.5,2,143
7.3935,7.5,2,125
7.1524,7.5,1,122
7.0075,7.5,1,127
7.8724,7.5,2,115
7.3879,7.5,1,114
7.1607,7.5,2,132
8.2175,8.5,1,147
8.0505,8.5,1,172
8.6367,8.5,2,186
8.9758,8.5,2,153
8.3079,8.5,1,171
8.0971,8.5,2,126
8.0943,8.5,1,147
8.6801,8.5,2,164
8.85,8.5,2,170
8.2998,8.5,1,158
8.6421,8.5,1,178
8.68,8.5,2,106
